,index,date,open,high,low,close,volume,normalised_price,lmax,lmin,rsi,stoch_k,stoch_d,ema,target
8,8,2022-06-17 16:00:00,367.955,368.06,365.68,365.84,14519673.0,0.06722689075628928,,,37.688442211055104,82.66870077624465,72.85418411523479,366.33,1
9,9,2022-06-17 15:30:00,367.48,368.2299,365.65,367.94,7684671.0,0.8876313035389016,367.94,,71.75398633257404,83.84031673008448,80.98314640214872,366.3566666666666,1
10,10,2022-06-17 15:00:00,367.75,369.0,366.98,367.46,6034651.0,0.23762376237622063,,,62.78729203107817,78.3258355965315,81.61161770095354,366.39296296296294,1
11,11,2022-06-17 14:30:00,367.26,368.67,367.1,367.75,4463434.0,0.4140127388534905,,,65.74314311851019,78.45169188385577,80.20594807015725,366.40119341563786,1
12,12,2022-06-17 14:00:00,367.27,367.83,366.23,367.2599,4577444.0,0.6436875000000124,,,56.99865249445195,62.73189979822727,73.1698090928715,366.3631726566072,1
13,13,2022-06-17 13:30:00,365.72,368.75,365.4526,367.23,5488930.0,0.5390307515011857,,,56.474909736004086,53.6158617747373,64.93315115227344,366.31580095513897,1
14,14,2022-06-17 13:00:00,365.77,366.2306,364.97,365.71,3871289.0,0.5870220529906229,,,36.81909946748821,38.8411003461478,51.729620639704116,366.3767340762192,1
15,15,2022-06-17 12:30:00,364.81,366.02,364.03,365.78,4222999.0,0.8793969849246192,,,37.95563790668457,35.180951935657525,42.54597135218087,366.45079317039267,1
16,16,2022-06-17 12:00:00,366.46,367.26,364.45,364.78,5192242.0,0.11743772241992306,,,29.339004786096424,23.776128191108604,32.59939349097131,366.31506135474984,1
17,17,2022-06-17 11:30:00,363.57,366.8108,362.8,366.45,7587405.0,0.9100428842126291,,,50.699833968559695,38.10354650334692,32.35354221003769,366.6761588314721,1
18,18,2022-06-17 11:00:00,364.57,364.95,362.17,363.54,10122593.0,0.49280575539568994,,363.54,31.64755353893832,34.716629650761405,32.19876811507231,366.8503457578116,0
19,19,2022-06-17 10:30:00,368.41,368.59,364.12,364.58,7536544.0,0.1029082774049178,,,40.74278874242873,41.93299975125944,38.25105863512259,367.05026892274236,1
20,20,2022-06-17 10:00:00,365.51,369.38,365.43,368.39,9564028.0,0.7493670886075919,,,61.94418557825503,50.241177391247504,42.29693559775612,367.0968536065774,1
21,21,2022-06-17 09:30:00,367.19,367.23,365.42,365.49,1282014.0,0.03867403314916745,,,47.24110641124544,56.61838942394233,49.59752218881643,367.12644169400465,1
22,22,2022-06-17 09:00:00,368.63,368.85,367.01,367.24,515709.0,0.12500000000000772,,,54.662674013388866,67.54507628294036,58.13488103271007,366.8116768731147,1
23,23,2022-06-17 08:30:00,368.35,369.5,366.7,368.66,336131.0,0.7000000000000102,,,59.89442386465031,66.91759173803442,63.69368581497237,366.58241534575586,1
24,24,2022-06-17 08:00:00,369.27,369.5,368.1,368.58,235193.0,0.3428571428571208,,,59.45269457037211,77.38553295983041,70.61606699360172,366.1818786022545,1
25,25,2022-06-17 07:30:00,368.46,369.24,368.2,369.24,138543.0,1.0,369.24,,62.0889161230363,85.1550161576403,76.48604695183504,366.24146113508687,1
26,26,2022-06-17 07:00:00,368.63,369.1,368.11,368.37,70390.0,0.26262626262625105,,,56.55005816624755,76.90709617180205,79.81588176309091,365.6411364384009,1
27,27,2022-06-17 06:30:00,368.69,368.86,368.26,368.59,49073.0,0.5499999999999526,,,57.642091836417805,73.59010270774967,78.55073834573068,365.4053283409785,1
28,28,2022-06-17 06:00:00,369.0,369.04,367.57,368.75,40438.0,0.8027210884353639,,,58.50883750771383,62.76091783863792,71.08603890606321,366.06858870964993,1
29,29,2022-06-17 05:30:00,368.5,369.36,368.5,369.02,25687.0,0.6046511627906669,,,60.08405079573447,69.88182765507784,68.7442827338218,365.9400134408388,1
30,30,2022-06-17 05:00:00,368.7,369.51,368.39,368.6,48073.0,0.18750000000003172,,,56.285173663156996,65.07942215679685,65.90738921683754,366.2288993428746,1
31,31,2022-06-17 04:30:00,367.67,368.91,367.67,368.67,50736.0,0.8064516129032199,,,56.80536906259389,63.59980034172324,66.18701671786599,366.7691439333469,1
32,32,2022-06-16 20:00:00,365.425,366.8588,365.3553,366.0921,79770.0,0.49005653475226424,,,37.84908791034637,42.509315620442365,57.062846039654154,367.1715563926032,1
33,33,2022-06-16 19:30:00,366.0722,366.3311,365.2557,365.5943,50269.0,0.31485958713035594,,,35.25288188112399,27.464723179383704,44.5246130471831,367.63121052758027,1
34,34,2022-06-16 19:00:00,366.6298,366.6298,366.0125,366.0125,33822.0,0.0,,,39.25349120147095,14.494066363433248,28.156035054419775,367.7953859658958,1
35,35,2022-06-16 18:30:00,366.1618,366.7692,365.9229,366.5601,137920.0,0.7529244948599332,,,44.395003460033536,20.481000465462298,20.813263336093087,367.9719668623634,1
36,36,2022-06-16 18:00:00,366.2714,366.3211,366.0025,366.1618,84020.0,0.5000000000000893,,,41.4768123004838,36.66857811494812,23.88121498128122,368.1448631151715,1
37,37,2022-06-16 17:30:00,366.132,366.4207,366.132,366.2714,507116.0,0.4828541738829945,,,42.662072842069,53.10867435182625,36.75275097741222,368.33933797846674,1
38,38,2022-06-16 17:00:00,365.7237,366.3311,365.0765,366.122,371962.0,0.8333333333333485,,,41.357197731213,61.79877182431489,50.525341430363085,368.3972628721408,1
39,39,2022-06-16 16:30:00,365.3553,366.122,364.7778,365.664,14383567.0,0.6592768933194267,,,37.35430058378939,57.79197739085832,57.56647452233315,368.45787112277617,1
40,40,2022-06-16 16:00:00,365.3453,365.5943,363.2245,365.3553,24264968.0,0.899147607393039,,,34.76252308166544,57.64441654954078,59.078388588238,367.9321442066037,1
41,41,2022-06-16 15:30:00,363.2344,365.8731,363.0851,365.3653,10118747.0,0.817862266857952,,,34.92966887110126,59.84251267539135,58.42630220526348,367.4126232718029,1
42,42,2022-06-16 15:00:00,363.6029,364.7977,362.5174,363.2544,7301789.0,0.3232030873130565,,363.2544,21.586858075479544,51.45041569790375,56.31244830761196,367.1014847669578,0
43,43,2022-06-16 14:30:00,364.26,364.8176,363.6327,363.6525,6655816.0,0.016710270908916122,,,27.551682032604894,39.724966118045586,50.33929816378023,366.98117704096717,1
44,44,2022-06-16 14:00:00,366.8688,367.1575,364.2302,364.2565,5270553.0,0.008984388344205231,,,35.99407667796057,29.431726172918577,40.202369329622634,366.79909325408556,1
45,45,2022-06-16 13:30:00,366.112,367.3666,365.4449,366.8688,5939017.0,0.7409585263048409,,,59.386862447656895,52.901500932915724,40.68606440795996,366.681828086511,1
46,46,2022-06-16 13:00:00,366.0623,366.5302,365.0466,366.0958,5471691.0,0.707198705850639,,,52.854207326039706,67.00260010445905,49.77860907009779,366.55742184506414,1
47,47,2022-06-16 12:30:00,366.2913,366.4207,364.6782,366.0523,5196030.0,0.7885796269727364,,,52.482912423149116,76.10962768580433,65.33790957439302,366.3588836572721,1
48,48,2022-06-16 12:00:00,366.5701,366.6895,365.0068,366.3062,4394670.0,0.7722113270339234,,,54.60990468066647,68.26167693370891,70.4579682413241,366.13586506676717,1
49,49,2022-06-16 11:30:00,364.499,367.1974,364.3895,366.58,6131708.0,0.7801203746572072,,,56.9830192731942,68.18990994216759,70.85373818722694,365.9646283852633,1
50,50,2022-06-16 11:00:00,367.3567,367.5359,364.1903,364.489,7955052.0,0.08928144428502882,,,39.128071208878055,49.56566527230383,62.005750716060106,365.36235541076036,1
51,51,2022-06-16 10:30:00,367.2272,367.5658,365.8133,367.3467,9602965.0,0.8749786019971321,,,59.1300137399012,58.67185621903909,58.80914381117016,364.9823875417025,1
52,52,2022-06-16 10:00:00,368.9199,369.3481,366.4307,367.2353,12472885.0,0.27579351477342745,,,58.27689008706424,53.824684275032084,54.02073525545832,364.821079199102,1
53,53,2022-06-16 09:30:00,369.7563,370.3438,368.8005,368.8702,688449.0,0.04516296248299889,,,66.40631160188704,76.1995204527743,62.8986869822818,365.2761282659682,1
54,54,2022-06-16 09:00:00,370.304,371.459,369.597,369.7663,514239.0,0.09092373791622932,,,70.06045358141353,70.6006437107832,66.87494947952985,365.4582775401975,1
55,55,2022-06-16 08:30:00,368.5316,378.9567,368.2225,370.304,774316.0,0.19391291386409337,,,72.13873371085566,62.3106969395196,69.70362036769234,365.59028253126473,1
56,56,2022-06-16 08:00:00,369.4078,369.6169,368.1732,369.2087,422680.0,0.7172542772044251,,,62.10285442230349,44.352435962388775,59.087925537563834,365.7493753020948,1
57,57,2022-06-16 07:30:00,368.442,369.607,368.4022,369.4078,446959.0,0.8346613545816624,,,63.167364622995,22.597933773194598,43.0870222250343,365.93395856829596,1
58,58,2022-06-16 07:00:00,368.7706,369.0593,368.1931,368.5117,205555.0,0.3678134380050871,,,55.19286518909475,12.255299345362246,26.401889693648517,365.6128566642302,1
59,59,2022-06-16 06:30:00,369.2585,370.0053,368.7507,368.7606,122196.0,0.007890961262566673,,,56.9193137847693,6.678413007526996,13.843882042027925,365.9981551832902,1
60,60,2022-06-16 06:00:00,369.0096,369.4078,368.2329,369.3381,101050.0,0.9406758021959235,,,60.912865812341686,24.0563466402255,14.330019664371559,366.2730762536701,1
61,61,2022-06-16 05:30:00,368.8702,369.0992,367.8545,369.0096,159785.0,0.9280147826785435,,,57.450703550606065,40.911860933313804,23.88220686035541,366.8502148639657,1
62,62,2022-06-16 05:00:00,370.6624,370.7321,368.91,368.91,61753.0,0.0,,,56.34107048044784,51.3227479662545,38.76365184659791,367.4982337830844,1
63,63,2022-06-16 04:30:00,370.2343,376.8259,369.9754,370.9412,111553.0,0.14098241004306256,,,69.89376788982462,41.597157108568474,44.6105886693789,368.1217373868434,1
64,64,2022-06-15 20:00:00,378.9866,380.0719,378.9666,380.0719,113819.0,1.0,,,88.39730684710675,57.028624469550394,49.98284318145776,368.36328463421154,1
65,65,2022-06-15 19:30:00,379.1857,379.1857,378.7476,378.9169,58252.0,0.3864414517233814,,,81.18393457310091,74.98409045560892,57.869957344575894,368.5953991599423,1
66,66,2022-06-15 19:00:00,379.1658,379.2554,378.7376,379.116,39486.0,0.7307840865198586,,,81.48163750805709,93.99410530277305,75.33560674264409,368.5767993466218,1
67,67,2022-06-15 18:30:00,378.0705,379.355,378.0207,379.116,207383.0,0.8208798620999586,,,81.48163750805708,90.83822620275477,86.60547398704554,368.6176439362614,1
68,68,2022-06-15 18:00:00,377.8216,378.1103,377.7718,378.0705,427938.0,0.8824224519940543,,,73.50519885087031,64.98493347681318,83.27242166078031,368.77774528375886,1
69,69,2022-06-15 17:30:00,377.5826,377.8216,377.4034,377.8215,416166.0,0.9997608799618009,,,71.59748041115276,41.647400674567486,65.82352011804511,368.8292685540347,1
70,70,2022-06-15 17:00:00,376.9354,377.8116,376.9055,377.4034,426363.0,0.5494978479196218,,,68.20077190908562,18.24547886283451,41.625937671405026,368.8472088753603,1
71,71,2022-06-15 16:30:00,377.5428,377.8514,376.6267,376.8757,8142026.0,0.2033150975748918,,,63.832579052230244,16.958869006895974,25.617249514765962,369.3125402363913,1
72,72,2022-06-15 16:00:00,380.6494,382.2525,376.6765,377.5029,22381479.0,0.14820659971306166,,,66.72732916964964,15.00927780570062,16.737875225143675,371.70350907274883,1
73,73,2022-06-15 15:30:00,376.557,380.7091,376.2284,380.6394,11608278.0,0.984444394849029,380.6394,,77.17031432342088,32.64126407294077,21.536470295179093,373.3064848343602,1
74,74,2022-06-15 15:00:00,373.1816,380.9979,370.523,376.5072,20912459.0,0.571289463383898,,,52.405237517438785,46.605200790093036,31.418580889578113,374.5974882045024,1
75,75,2022-06-15 14:30:00,376.5172,378.3493,372.146,373.2015,14717145.0,0.17015137104444292,,373.2015,40.517354078946106,49.025504678563195,42.7573231805323,375.6016019368352,0
76,76,2022-06-15 14:00:00,375.8501,377.0549,374.5457,376.5152,3920139.0,0.7849115255858482,,,52.78702486001844,41.646844849879884,45.759183439512015,376.1502459508718,1
77,77,2022-06-15 13:30:00,374.5357,375.9795,374.466,375.8302,3708163.0,0.9013544763792627,,,50.33415372197012,41.52934651617933,44.06723201487411,376.521635739567,1
78,78,2022-06-15 13:00:00,376.3977,376.6865,374.3864,374.5357,3143129.0,0.06491022129474218,,,45.743443953692264,46.686739444519915,43.28764360352635,376.71758335299654,1
79,79,2022-06-15 12:30:00,375.8003,376.6168,375.1332,376.3977,3913004.0,0.8523186842814625,,,52.81748706533725,52.50432253194634,46.90680283088183,376.75272038566396,1
80,80,2022-06-15 12:00:00,375.1033,375.8898,374.8195,375.7854,2663856.0,0.9024572549752399,,,50.35034336888287,53.09118230941266,50.760748095292946,376.91942696662755,1
81,81,2022-06-15 11:30:00,375.631,375.87,374.4362,375.0645,4379238.0,0.43820616543452073,,,47.372862037195986,50.14903651748996,51.9148471196163,377.7460876407103,1
82,82,2022-06-15 11:00:00,376.9155,376.9752,374.7847,375.611,5937034.0,0.3772198128281254,,,49.93772563809823,43.070517932100316,48.77024558633428,377.47077927610803,1
83,83,2022-06-15 10:30:00,376.9852,377.8714,376.4775,376.9055,5615146.0,0.3070521558217988,,,55.77281670971994,49.55579152733519,47.59178199230846,376.52205054808405,1
84,84,2022-06-15 10:00:00,375.7405,377.5029,375.0834,376.9752,8181626.0,0.7818970861748161,376.9752,,56.08776933452252,64.3657730749533,52.33069417812957,376.5205282040654,1
85,85,2022-06-15 09:30:00,375.9795,376.099,375.1829,375.7206,315352.0,0.5869446566968552,,,48.92111079835318,61.060976556435435,58.32751371957461,376.3671219364953,1
86,86,2022-06-15 09:00:00,374.8842,376.328,374.5855,375.8799,355066.0,0.7428407460545384,,,49.850962281325764,50.23106938185897,58.55260633774921,375.9601392839408,1
87,87,2022-06-15 08:30:00,373.58,375.87,372.1759,374.8842,411587.0,0.7331420373027299,,,44.11433587598679,41.444504136450725,50.91218335824835,376.0573749986206,1
88,88,2022-06-15 08:00:00,375.0236,375.8799,374.5457,375.7505,225335.0,0.9030130415229864,,,49.85239444775466,51.349189069277315,47.67492086252898,375.99693611003823,1
89,89,2022-06-15 07:30:00,373.9383,375.0137,373.2214,375.0137,316024.0,1.0,,,45.32853130380104,61.00038307790237,51.264692094543435,375.7897280855853,1
90,90,2022-06-15 07:00:00,373.6894,374.1972,373.3508,373.7093,22785.0,0.4235586011341979,,,38.297117698688574,57.46009439652387,56.60322218123449,375.750010733233,1
91,91,2022-06-15 06:30:00,374.1972,374.2868,373.5799,373.5799,29789.0,0.0,,,37.63523494954454,47.72727182090331,55.395916431776485,376.0067861258479,1
92,92,2022-06-15 06:00:00,374.008,374.6353,373.8387,374.3864,16007.0,0.6875470750690361,,,44.471136505836,39.552460444106245,48.246608887177786,376.2219892089928,1
93,93,2022-06-15 05:30:00,374.3963,374.3963,373.5898,374.1076,19644.0,0.6420334779913007,,,42.62525489607994,43.72383965792393,43.66785730764447,376.1105693847722,1
94,94,2022-06-15 05:00:00,375.1531,375.4518,374.4461,374.5756,30795.0,0.1287660336084404,,,46.85697483876982,50.52086695713965,44.59905568638992,376.05930952148947,1
95,95,2022-06-15 04:30:00,374.1275,375.5115,373.9582,375.0834,36070.0,0.7243932273224624,,,51.310183802428156,61.859307734152196,52.034671449738575,375.7981740722696,1
96,96,2022-06-14 20:00:00,373.092,374.3864,372.9127,374.0478,49010.0,0.7702381760195538,,,42.92635976058215,59.936975705223475,57.43905013217176,375.7875798339875,1
97,97,2022-06-14 19:30:00,372.8331,373.1915,372.4049,373.0322,41597.0,0.7974828375285712,,,36.28200955007045,47.23579033885907,56.344024592744894,375.61560653754583,1
98,98,2022-06-14 19:00:00,372.8928,373.4604,372.8928,372.9028,57745.0,0.017618040873839724,,,35.482279350888014,26.632504227372003,44.6017567571515,375.19198286253567,1
99,99,2022-06-14 18:30:00,372.2954,372.9824,372.2954,372.8629,115623.0,0.8260553129549382,,372.8629,35.2087941186861,17.955085654425684,30.60779340688557,374.83374222641663,0
